City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mangai,-4.05,19.5333,22.98,81,80,0.69,CD,1730069031
363,imbituba,-28.24,-48.6703,17.94,67,32,2.94,BR,1730069032
364,aykhal,66.0,111.5,-20.99,100,90,2.39,RU,1730069033
365,whittlesea,-32.1759,26.8244,9.14,58,2,12.96,ZA,1730069035
366,beira,-19.8436,34.8389,25.05,69,0,4.63,MZ,1730069037
367,newman,37.3138,-121.0208,26.14,56,100,1.34,US,1730069038
368,puerto san jose,13.9256,-90.8244,28.75,78,70,4.09,GT,1730069039
369,rabigh,22.7986,39.0349,28.06,70,0,2.4,SA,1730069040
370,bhimunipatnam,17.8833,83.4333,25.0,81,18,1.66,IN,1730069041
371,buka,40.8108,69.1986,9.81,77,100,5.5,UZ,1730069044
372,taroa,8.7058,171.2275,28.67,73,18,3.25,MH,1730069045
373,nicoya,10.1483,-85.452,25.5,87,88,3.01,CR,1730069046
374,kantang,7.4054,99.5156,25.05,94,20,0.51,TH,1730069047
375,port augusta,-32.5,137.7667,18.97,35,0,4.78,AU,1730069048
376,miandrivazo,-19.5167,45.4667,26.3,64,18,1.02,MG,1730069050
377,cestos city,5.46,-9.5828,25.59,88,94,2.76,LR,1730069051
378,trail,49.0998,-117.7022,11.51,85,100,0.57,CA,1730069052
379,bikenibeu village,1.3673,173.1241,29.98,74,40,3.09,KI,1730069053
380,papao,-17.75,-149.55,27.82,73,77,6.09,PF,1730069054
381,severo-yeniseyskiy,60.3725,93.0408,-5.79,100,94,0.71,RU,1730069055
382,carqueiranne,43.0953,6.073,18.22,87,0,1.54,FR,1730069056
383,yeed,4.55,43.0333,26.68,66,96,3.15,SO,1730069057
384,barabinsk,55.3571,78.357,3.94,84,100,1.93,RU,1730069059
385,retalhuleu,14.5333,-91.6833,30.38,49,93,1.06,GT,1730069060
386,namsos,64.4662,11.4957,4.95,81,75,5.66,NO,1730069061
387,george town,5.4112,100.3354,25.96,93,20,1.54,MY,1730069062
388,suicheng,33.8963,117.9331,10.23,76,32,2.66,CN,1730069063
389,brisas de zicatela,15.8369,-97.0419,31.29,74,20,3.09,MX,1730069064
390,harstad,68.799,16.5293,5.09,89,93,9.83,NO,1730069065
391,patnanungan,14.7833,122.1833,26.95,76,90,3.34,PH,1730069066
392,chaohu,31.6,117.8667,14.68,86,99,1.6,CN,1730069068
393,punta arenas,-53.15,-70.9167,7.06,76,75,13.38,CL,1730069069
394,minas de marcona,-15.2119,-75.1103,15.12,70,4,5.76,PE,1730069070
395,parintins,-2.6283,-56.7358,29.85,34,91,0.41,BR,1730069071
396,broome,42.2506,-75.833,7.58,50,73,0.67,US,1730069072
397,udaipur,24.5712,73.6918,23.25,39,6,1.1,IN,1730069073
398,achacachi,-16.05,-68.6833,10.04,73,29,5.18,BO,1730069074
399,tazovsky,67.4667,78.7,-3.28,97,100,3.82,RU,1730069076
400,kuanda,56.3161,116.0806,-7.25,97,99,0.3,RU,1730069077
401,mata-utu,-13.2816,-176.1745,27.32,79,96,7.53,WF,1730069078
402,carolina beach,34.0352,-77.8936,16.12,81,100,7.3,US,1730069079
403,berdigestyakh,62.0989,126.6992,-25.22,100,85,0.86,RU,1730069080
404,maridi,4.9158,29.4742,19.97,95,70,0.78,SS,1730069081
405,khandyga,62.6667,135.6,-18.77,95,100,0.36,RU,1730069082
406,remire-montjoly,4.9167,-52.2667,28.02,78,0,3.6,GF,1730069083
407,sault ste. marie,46.5168,-84.3333,7.16,76,100,7.2,CA,1730069085
408,sao joao da barra,-21.6403,-41.0511,22.05,75,100,7.28,BR,1730069086
409,nagornyy,52.7959,83.5498,5.12,79,100,1.41,RU,1730069087
410,smederevo,44.6628,20.93,14.58,51,93,1.88,RS,1730069088
411,la oliva,28.6105,-13.9291,19.66,68,20,6.69,ES,1730069089
412,niquelandia,-14.4739,-48.4597,24.64,73,99,1.18,BR,1730069090
413,ancud,-41.8697,-73.8203,10.96,76,13,1.33,CL,1730069091
414,gobabis,-22.45,18.9667,13.97,22,57,4.69,NA,1730069092
415,monrovia,6.3005,-10.7969,26.0,87,7,2.81,LR,1730069095
416,mananara,-16.1667,49.7667,22.8,95,91,1.22,MG,1730069096
417,xifeng,42.7372,124.7222,1.56,72,3,1.12,CN,1730069097
418,manado,1.487,124.8455,27.43,83,20,0.51,ID,1730069098
419,homer,59.6425,-151.5483,4.47,72,0,2.57,US,1730069099
420,bardai,11.65,7.2333,21.96,30,19,3.38,NG,1730069101
421,ramnagar,29.4,79.1167,20.57,83,0,1.65,IN,1730069102
422,afaahiti,-17.75,-149.2833,23.39,76,88,5.9,PF,1730069103
423,louny,50.357,13.7967,13.03,92,81,4.92,CZ,1730069104
424,okhotsk,59.3833,143.3,-8.75,68,100,5.82,RU,1730069105
425,kagizman,40.1567,43.1342,6.43,58,0,0.9,TR,1730069106
426,kolonia town,6.964,158.206,32.0,70,20,1.54,FM,1730069107
427,alice springs,-23.7,133.8833,24.75,27,0,3.09,AU,1730069108
428,helena valley west central,46.6629,-112.0604,22.49,20,0,7.2,US,1730069110
429,peniche,39.3558,-9.3811,14.56,87,17,4.16,PT,1730069111
430,kurchatov,51.6601,35.6521,6.29,79,45,1.99,RU,1730069112
431,vadso,70.0744,29.7487,6.09,87,75,10.29,NO,1730069113
432,gao,16.6362,1.637,29.25,16,3,3.73,ML,1730069114
433,ligaya,12.6599,120.8923,26.2,86,51,3.76,PH,1730069115
434,weno,7.4515,151.8468,29.97,79,75,2.06,FM,1730069116
435,douz,33.4663,9.0203,23.9,34,100,0.59,TN,1730069117
436,daska kalan,32.3243,74.3497,21.14,56,47,2.34,PK,1730069119
437,meadow lake,34.8014,-106.5436,25.99,24,70,2.22,US,1730069120
438,dubinino,55.6192,89.0911,4.62,78,99,5.78,RU,1730069121
439,rupert,42.6191,-113.6772,21.97,20,0,2.57,US,1730069122
440,omsk,55.0,73.4,3.94,93,75,3.0,RU,1730069123
441,villa gesell,-37.2639,-56.973,16.28,71,82,6.79,AR,1730069124
442,lucapa,-8.4192,20.7447,20.16,85,45,0.78,AO,1730069125
443,guarapari,-20.6667,-40.4975,21.31,91,100,7.17,BR,1730069127
444,zhangye,38.9342,100.4517,8.32,28,43,1.82,CN,1730069128
445,al hazm,16.1641,44.7769,23.97,39,0,3.48,YE,1730069129
446,anar darah,32.7587,61.654,12.96,56,96,6.17,AF,1730069130
447,isangel,-19.55,169.2667,26.24,76,91,6.26,VU,1730069131
448,hunsur,12.3075,76.2878,18.83,89,30,2.17,IN,1730069132
449,port alberni,49.2413,-124.8028,11.6,88,96,2.68,CA,1730069133
450,sao felix do xingu,-6.6447,-51.995,27.27,60,83,0.92,BR,1730069134
451,turtas,58.9417,69.1325,-0.86,95,92,1.06,RU,1730069136
452,ritchie,-29.038,24.6028,7.59,58,2,4.15,ZA,1730069137
453,priargunsk,50.3691,119.1012,-3.31,89,34,0.37,RU,1730069138
454,kalkaman,51.9525,76.0211,7.26,63,100,5.84,KZ,1730069139
455,namibe,-15.1961,12.1522,18.58,84,42,2.63,AO,1730069140
456,howrah,22.5892,88.3103,27.0,89,20,1.54,IN,1730069141
457,bonnyville,54.2668,-110.735,8.38,54,99,5.52,CA,1730069142
458,greymouth,-42.4667,171.2,14.03,58,100,3.8,NZ,1730069143
459,heze,35.2431,115.4411,11.08,89,0,1.79,CN,1730069145
460,fada,7.25,4.0667,23.82,95,50,0.83,NG,1730069146
461,berezovo,63.9381,65.0419,-3.08,92,67,2.27,RU,1730069147
462,forster,-32.1667,152.5167,23.61,42,0,0.39,AU,1730069148
463,sur,22.5667,59.5289,28.56,43,1,3.01,OM,1730069149
464,alpine,32.835,-116.7664,28.54,27,0,3.6,US,1730069096
465,lerwick,60.1545,-1.1494,9.29,80,98,2.79,GB,1730069153
466,howard springs,-12.497,131.047,30.49,73,21,2.3,AU,1730069154
467,gaalkacyo,6.7697,47.4308,25.37,70,98,5.15,SO,1730069155
468,morki,56.4303,48.9947,3.43,92,100,0.6,RU,1730069156
469,kolpny,52.2282,37.0368,7.39,72,100,2.05,RU,1730069157
470,malvan,16.0667,73.4667,25.21,87,5,2.4,IN,1730069158
471,pangkalan brandan,4.0238,98.2782,23.29,95,100,1.42,ID,1730069159
472,richards bay,-28.783,32.0377,21.37,94,82,2.57,ZA,1730069161
473,yaring,6.8662,101.3689,24.87,88,100,3.97,TH,1730069162
474,san luis de la loma,17.2706,-100.8939,28.72,79,0,1.09,MX,1730069163
475,page,36.9147,-111.4558,22.88,30,0,1.54,US,1730069164
476,collie,-33.3667,116.15,12.98,67,0,3.66,AU,1730069165
477,ribas do rio pardo,-20.4431,-53.7592,24.44,73,88,1.5,BR,1730069166
478,kapuskasing,49.4169,-82.4331,1.05,47,40,2.57,CA,1730069167
479,ugoofaaru,5.6667,73.0,28.0,77,100,8.49,MV,1730069168
480,padre paraiso,-17.0742,-41.4844,20.23,96,100,3.24,BR,1730069170
481,muli,2.9167,73.5667,28.13,70,87,7.33,MV,1730069171
482,lesparre-medoc,45.3,-0.9333,12.1,93,12,2.04,FR,1730069172
483,tomatlan,19.9333,-105.25,29.92,64,0,2.03,MX,1730069173
484,iraquara,-12.2486,-41.6194,25.51,41,100,2.67,BR,1730069174
485,ghanzi,-21.5667,21.7833,18.35,16,51,6.07,BW,1730069175
486,trondheim,63.4305,10.3951,5.03,78,92,7.38,NO,1730069176
487,moyynkum,44.2914,72.9469,8.4,76,100,6.69,KZ,1730069178
488,laguna,38.421,-121.4238,25.13,56,0,6.17,US,1730069179
489,watsa,3.0372,29.5355,17.97,98,61,0.57,CD,1730069180
490,conde,-7.2597,-34.9075,25.7,83,20,3.09,BR,1730069181
491,kerema,-7.9631,145.7785,27.49,76,64,2.32,PG,1730069182
492,nadi,-17.8,177.4167,30.0,58,40,2.57,FJ,1730069183
493,kitimat,54.0524,-128.6534,7.17,28,100,0.67,CA,1730069184
494,ciudad lazaro cardenas,17.9583,-102.2,29.19,76,0,4.31,MX,1730069161
495,gazojak,41.1875,61.4036,7.96,55,4,2.75,TM,1730069187
496,alvorada,-12.48,-49.1247,27.04,71,100,0.56,BR,1730069188
497,great falls,47.5002,-111.3008,22.25,16,0,10.8,US,1730069189
498,namest nad oslavou,49.2073,16.1585,11.35,93,0,2.68,CZ,1730069190
499,hotan,37.0997,79.9269,10.66,27,27,1.73,CN,1730069191
500,vernon,50.2581,-119.2691,14.86,43,61,1.79,CA,1730069192
501,atlantic beach,30.3344,-81.3987,26.06,71,40,3.6,US,1730069193
502,fort bragg,35.139,-79.006,14.91,78,100,2.06,US,1730069195
503,trincomalee,8.5711,81.2335,26.9,78,42,6.53,LK,1730069196
504,los alamos,35.8881,-106.307,22.23,31,0,2.06,US,1730069197
505,mitu,1.1983,-70.1733,23.71,98,100,0.94,CO,1730069198
506,plastun,44.7561,136.2939,1.31,77,6,2.36,RU,1730069199
507,patti,31.2808,74.8572,21.74,60,4,2.76,IN,1730069200
508,bandarbeyla,9.4942,50.8122,25.64,87,19,3.41,SO,1730069201
509,new norfolk,-42.7826,147.0587,11.62,49,37,5.14,AU,1730069176
510,alesund,62.4723,6.1549,7.64,71,75,5.14,NO,1730069204
511,huarmey,-10.0681,-78.1522,19.09,79,10,4.55,PE,1730069205
512,najran,17.4924,44.1277,20.36,49,4,2.16,SA,1730069206
513,pointe michel,15.25,-61.3833,28.05,78,61,4.39,DM,1730069207
514,same,-4.0667,37.7333,20.83,90,92,1.44,TZ,1730069208
515,huilong,31.8111,121.655,15.3,90,99,4.38,CN,1730069209
516,port hedland,-20.3167,118.5667,30.03,21,75,3.6,AU,1730069210
517,al burayqah,30.4062,19.5739,21.03,53,0,3.92,LY,1730069211
518,mayqayyng,51.4625,75.7986,8.18,68,100,5.55,KZ,1730069213
519,ulundi,-28.3352,31.4162,20.38,67,69,0.77,ZA,1730069214
520,saint-felicien,48.6501,-72.4491,-0.62,55,75,7.2,CA,1730069215
521,margate,51.3813,1.3862,10.94,90,89,0.45,GB,1730069216
522,darhan,49.4867,105.9228,3.1,76,100,1.32,MN,1730069217
523,el calafate,-50.3408,-72.2768,5.07,89,70,7.27,AR,1730069218
524,victoria point,-27.5833,153.3,21.06,86,100,4.63,AU,1730069219
525,gaiman,-43.2897,-65.4929,19.11,27,0,6.03,AR,1730069220
526,celestun,20.8667,-90.4,27.0,74,87,5.89,MX,1730069222
527,kourou,5.1552,-52.6478,27.11,74,100,5.63,GF,1730069223
528,zeya,53.75,127.2667,-7.2,89,44,1.02,RU,1730069224
529,auki,-8.7676,160.7034,30.45,62,68,1.03,SB,1730069225
530,point pedro,9.8167,80.2333,26.94,81,48,4.56,LK,1730069226
531,romblon,12.5751,122.2708,27.65,69,100,0.64,PH,1730069227
532,tofol,5.3248,163.0078,28.96,68,45,2.17,FM,1730069228
533,konarka,19.9,86.1167,25.14,92,37,3.28,IN,1730069230
534,porto novo,6.4965,2.6036,27.9,88,19,1.81,BJ,1730069231
535,vorkuta,67.5,64.0,-5.76,96,79,1.71,RU,1730069232
536,beloyarskiy,63.7119,66.6722,-2.0,93,94,2.07,RU,1730069234
537,bac lieu,9.285,105.7244,25.39,93,100,4.02,VN,1730069235
538,wau,7.7029,27.9953,24.34,68,37,0.85,SS,1730069236
539,undurkhaan,47.3194,110.6556,2.16,63,100,2.07,MN,1730069237
540,betio village,1.358,172.9211,30.02,71,100,4.82,KI,1730069239
541,hadsund,56.7148,10.1168,6.94,85,70,4.72,DK,1730069240
542,alofi,-19.0595,-169.9187,26.94,69,100,7.2,NU,1730069241
543,kajaani,64.2273,27.7285,8.03,87,100,7.72,FI,1730069242
544,brokopondo,4.75,-55.1667,29.05,59,91,5.89,SR,1730069243
545,atafu village,-8.5421,-172.5159,27.77,73,100,6.34,TK,1730069244
546,isla mujeres,21.2311,-86.731,28.03,76,95,5.68,MX,1730069247
547,arauca,7.0847,-70.7591,30.98,66,20,0.0,CO,1730069248
548,sztum,53.9208,19.0307,11.3,90,39,3.64,PL,1730069249
549,bukoba,-1.3317,31.8122,19.52,85,36,2.94,TZ,1730069250
550,grand falls-windsor,48.9332,-55.6649,2.5,84,14,5.9,CA,1730069251
551,impfondo,1.6381,18.0667,22.33,94,69,1.27,CG,1730069252
552,sitangkai,4.6628,119.3928,28.32,74,99,1.0,PH,1730069253
553,hopelchen,19.7667,-89.85,23.39,96,95,1.2,MX,1730069255
554,constitucion,-35.3333,-72.4167,15.99,75,6,4.96,CL,1730069256
555,kenai,60.5544,-151.2583,1.75,74,0,2.06,US,1730069258
